peaks minus_1 plus_1
chr14:74035832-74037200 55 57
chr14:74040538-74041819 9 0
chr14:74056198-74057479 0 36
chr14:74065757-74067038 0 16
chr14:74169421-74170702 16 9
chr14:74174710-74175991 7 0
chr14:74185463-74186744 4 17
chr14:74192115-74193396 12 1
chr14:74196000-74197281 21 1
chr14:74210429-74211710 10 1
chr14:74212037-74213318 4 32
chr14:74226488-74227825 20 77
chr14:74262207-74263612 26 10
chr14:74352588-74353869 12 1
chr14:74513306-74514587 10 2
chr14:74551681-74552962 19 22
chr14:74635710-74636991 0 19
chr14:74887733-74889014 0 15
chr14:74946703-74947984 2 16
chr14:74954534-74955815 6 8
chr14:74959793-74961074 16 61
chr14:74976557-74977838 28 36
chr14:74977023-74978671 67 82
chr14:74980594-74981875 24 27
chr14:75037860-75039453 26 32
chr14:75046550-75047831 25 24
chr14:75051505-75052786 3 11
chr14:75052049-75053330 18 34
chr14:75053514-75054904 30 11
chr14:75082271-75083552 4 5
chr14:75083346-75084627 18 2
chr14:75084335-75085793 44 31
chr14:75141900-75143181 23 29
chr14:75225925-75227206 0 0
chr14:75228872-75230153 10 0
chr14:75320901-75322182 16 4
chr14:75327758-75329039 30 4
chr14:75377712-75378993 8 6
chr14:75385787-75387105 32 18
chr14:75419284-75420565 19 7
chr14:75420090-75421371 11 18
chr14:75425629-75426910 5 8
chr14:75431731-75433088 28 31
chr14:75468900-75470333 32 45
chr14:75507903-75509184 9 6
chr14:75529913-75531194 7 22
chr14:75535525-75536806 37 4
chr14:75550771-75552052 42 21
chr14:75588109-75589390 16 3
chr14:75593372-75594653 29 17
chr14:75671841-75673122 0 0
chr14:75700366-75701647 24 1
chr14:75720473-75721907 48 45
chr14:75724974-75726554 25 32
chr14:75745444-75746725 3 37
chr14:75760696-75762645 50 58
chr14:75768025-75769574 11 37
chr14:75948966-75950247 0 0
chr14:75987952-75989296 17 31
chr14:76001846-76003127 2 26
chr14:76006159-76007440 15 9
chr14:76025593-76026874 13 27
chr14:76071247-76072528 6 28
chr14:76100694-76101975 1 18
chr14:76112782-76114063 6 18
chr14:76177377-76178843 17 38
chr14:76200940-76202221 2 3
chr14:76266403-76267684 4 0
chr14:76326899-76328180 7 0
chr14:76447595-76448876 2 26
chr14:76455580-76456861 9 3
chr14:76549634-76550915 44 20
chr14:76606033-76607314 0 0
chr14:76617884-76619165 30 37
chr14:76620349-76621630 23 13
chr14:76724462-76725743 14 14
chr14:76771020-76772301 9 41
chr14:76847062-76848343 13 16
chr14:76889370-76890651 23 2
chr14:76898779-76900060 2 25
chr14:76951446-76952727 4 0
chr14:76983945-76985226 11 0
chr14:77001920-77003201 0 17
chr14:77120721-77122002 13 11
chr14:77139367-77140648 12 20
chr14:77146783-77148064 15 7
chr14:77167001-77168559 51 17
chr14:77210004-77211324 82 30
chr14:77210449-77211731 89 22
chr14:77213534-77214815 0 0
chr14:77222495-77223776 0 5
chr14:77228877-77230261 56 38
chr14:77269362-77270643 1 2
chr14:77280165-77281446 13 4
chr14:77294806-77296087 7 11
chr14:77297219-77298500 0 28
chr14:77349021-77350302 5 2
chr14:77364024-77365305 25 0
chr14:77370491-77371983 36 48
chr14:77403510-77404791 5 8
chr14:77425793-77427074 0 19
chr14:77426498-77427779 0 1
chr14:77427631-77429040 18 42
chr14:77430854-77432135 16 2
chr14:77492642-77493923 16 11
chr14:77541957-77543238 4 29
chr14:77594051-77595332 14 19
chr14:77594548-77595829 9 23
chr14:77624747-77626028 2 0
chr14:77679131-77680412 5 33
chr14:77714341-77716232 46 49
chr14:77777706-77778987 9 12
chr14:77808762-77810043 10 1
chr14:77890482-77891763 0 0
chr14:77917149-77918430 1 0
chr14:77951119-77952400 54 5
chr14:77973738-77975019 21 8
chr14:78087856-78089137 1 1
chr14:78139395-78140676 11 7
chr14:78173706-78174987 23 3
chr14:78333417-78334698 10 0
chr14:78373613-78374894 17 15
chr14:78467056-78468337 2 22
chr14:78572511-78573792 17 0
chr14:78580312-78581593 0 1
chr14:78601238-78602519 9 10
chr14:78602172-78603453 0 7
chr14:78620741-78622179 34 1
chr14:78708616-78709959 7 16
chr14:78710611-78711892 9 7
chr14:78772766-78774047 0 0
chr14:78873862-78875143 0 0
chr14:78898238-78899519 1 22
chr14:78906097-78907378 23 6
chr14:78914550-78915831 2 12
chr14:78954052-78955333 12 2
chr14:79104951-79106232 0 13
chr14:79161565-79162846 35 0
chr14:79204559-79205840 6 40
chr14:79210468-79211749 12 28
chr14:79211020-79212301 1 2
chr14:79218522-79219803 38 4
chr14:79274835-79276116 14 36
chr14:79352376-79353657 0 26
chr14:79432376-79433657 0 41
chr14:79432947-79434228 6 58
chr14:79467147-79468428 0 0
chr14:79540289-79541570 5 13
chr14:79544953-79546234 0 30
chr14:79552721-79554002 3 5
chr14:79625292-79626573 0 5
chr14:79730825-79732106 2 3
chr14:79772763-79774044 20 3
chr14:79970797-79972078 0 0
chr14:80194307-80195588 0 24
chr14:80280058-80281339 0 0
chr14:80389726-80391007 3 0
chr14:80400154-80401435 0 1
chr14:80436380-80437661 25 0
chr14:80490469-80491750 1 0
chr14:80562267-80563548 12 22
chr14:80681871-80683152 21 21
chr14:80721157-80722438 0 0
chr14:80832469-80833750 15 0
chr14:80844672-80845953 0 23
chr14:80877876-80879157 0 7
chr14:80946997-80948278 0 0
chr14:80983548-80984829 30 0
chr14:81032662-81033943 0 0
chr14:81243355-81244636 0 3
chr14:81425357-81426638 0 12
chr14:81434976-81436257 2 0
chr14:81479962-81481243 2 2
chr14:81481886-81483167 18 1
chr14:81609170-81610665 26 15
chr14:81660960-81662241 2 26
chr14:81736566-81737847 5 41
chr14:81849177-81850458 8 1
chr14:81861910-81863191 22 18
chr14:81867003-81868284 21 10
chr14:82006414-82007695 6 11
chr14:82039471-82041072 31 4
chr14:82089162-82090443 24 52
chr14:82145147-82146428 3 21
chr14:82165649-82166930 3 1
chr14:82273243-82274524 1 1
chr14:82278188-82279469 0 0
chr14:82320997-82322278 11 61
chr14:82321568-82322890 7 38
chr14:82368319-82369600 12 5
chr14:82514089-82515370 0 0
chr14:82567379-82568660 14 0
chr14:82569277-82570558 9 2
chr14:82599004-82600285 5 25
chr14:82845700-82846981 0 0
chr14:82867880-82869161 0 0
chr14:82895014-82896295 0 7
chr14:82981337-82982618 0 26
chr14:83077236-83078517 16 7
chr14:83089076-83090357 13 0
chr14:83094305-83095586 0 9
chr14:83158714-83159995 9 5
chr14:83178655-83179936 1 9
chr14:83338314-83339595 0 6
chr14:83354352-83355633 0 20
chr14:83370967-83372248 5 1
chr14:83441854-83443135 18 1
chr14:83479052-83480333 0 2
chr14:83505289-83506570 0 22
chr14:83559145-83560426 22 4
chr14:83588874-83590155 0 0
chr14:83633819-83635100 1 6
chr14:83655995-83657276 20 3
chr14:83674139-83675691 50 16
chr14:83691330-83692985 50 25
chr14:83709674-83710955 0 10
chr14:83834726-83836007 0 1
chr14:83966472-83967753 0 0
chr14:83985443-83986724 35 7
chr14:83991725-83993006 0 25
chr14:84022515-84023796 3 24
chr14:84066116-84067397 15 0
chr14:84105480-84106761 23 6
chr14:84117973-84119254 7 15
chr14:84128770-84130051 0 0
chr14:84217900-84219181 0 19
chr14:84327614-84328895 12 0
chr14:84394962-84396243 0 2
chr14:84429920-84431540 53 39
chr14:84451802-84453083 2 0
chr14:84585496-84586777 0 13
chr14:84649755-84651036 0 22
chr14:84817380-84818661 2 8
chr14:84853131-84854412 0 0
chr14:84864662-84865943 11 14
chr14:84926002-84927283 0 1
chr14:85339775-85341056 0 2
chr14:85424093-85425374 0 0
chr14:85457193-85458474 13 23
chr14:85491699-85492980 0 1
chr14:85699700-85700981 0 28
chr14:85726384-85727665 0 0
chr14:85783204-85784485 17 0
chr14:85818982-85820263 7 0
chr14:85903842-85905123 11 4
chr14:86006118-86007399 0 0
chr14:86053181-86054462 8 11
chr14:86087983-86089401 3 31
chr14:86088675-86089956 2 11
chr14:86226698-86227979 0 0
chr14:86300124-86301405 23 7
chr14:86351344-86352644 15 24
chr14:86351870-86353151 24 22
chr14:86401105-86402386 16 35
chr14:86448322-86449603 0 18
chr14:86503954-86505235 2 32
chr14:86670703-86671984 0 0
chr14:86778734-86780015 9 11
chr14:86836509-86837790 17 0
chr14:87178426-87179707 6 2
chr14:87370806-87372087 27 46
chr14:87434314-87435595 0 0
chr14:87449362-87450643 7 0
chr14:87503588-87504869 2 11
chr14:87526219-87527500 1 3
chr14:87544324-87545605 0 15
chr14:87599344-87600870 17 43
chr14:87649082-87650504 4 11
chr14:87670293-87671574 23 0
chr14:87720118-87721399 6 11
chr14:87809060-87810636 34 32
chr14:87814261-87815542 0 0
chr14:87860255-87861536 13 27
chr14:87895965-87897654 64 54
chr14:87919226-87920507 0 0
chr14:87949834-87951115 1 3
chr14:87957034-87958315 0 4
chr14:88070031-88071312 0 27
chr14:88170999-88172630 26 8
chr14:88186676-88187957 15 23
chr14:88271593-88272874 6 15
chr14:88317271-88318552 43 9
chr14:88319328-88320609 5 2
chr14:88400433-88401714 1 6
chr14:88411648-88412929 0 23
chr14:88459099-88460547 28 1
chr14:88483842-88485123 3 0
chr14:88510596-88511877 9 1
chr14:88593701-88594982 2 4
chr14:88630617-88631898 13 19
chr14:88632415-88633696 26 2
chr14:88652291-88653572 10 10
chr14:88659936-88661217 9 4
chr14:88665831-88667112 7 8
chr14:88666263-88667591 29 29
chr14:88675124-88676405 10 2
chr14:88720404-88721685 0 4
chr14:88808847-88810128 28 1
chr14:88860571-88861852 0 17
chr14:88893196-88894477 0 20
chr14:88918627-88919908 1 6
chr14:88934670-88935975 52 17
chr14:88935257-88936688 45 41
chr14:89016362-89017643 11 18
chr14:89135633-89136914 0 9
chr14:89141253-89142534 17 7
chr14:89177561-89178842 0 0
chr14:89232489-89233770 6 1
chr14:89260623-89261904 21 0
chr14:89396941-89398222 2 30
chr14:89405481-89406762 0 4
chr14:89452310-89453591 8 14
chr14:89453502-89454783 23 0
chr14:89466450-89467989 64 38
chr14:89506251-89507532 17 27
chr14:89570241-89571522 8 16
chr14:89628179-89629630 12 15
chr14:89650197-89651478 27 11
chr14:89715369-89716650 3 26
chr14:89757843-89759124 5 3
chr14:89761412-89762693 2 0
chr14:89774332-89775613 0 31
chr14:89781523-89782804 3 25
chr14:89817194-89818475 30 0
chr14:89819010-89820291 0 37
chr14:89851689-89852970 8 2
chr14:89878673-89879954 8 0
chr14:89894459-89896392 81 27
chr14:89973572-89974942 31 7
chr14:90016155-90017436 0 8
chr14:90057091-90058372 2 35
chr14:90087137-90088539 5 18
chr14:90108345-90109626 2 3
chr14:90116351-90117632 1 41
chr14:90185552-90186833 19 10
chr14:90204043-90205324 26 3
chr14:90239192-90240473 19 28
chr14:90265487-90266768 0 0
chr14:90269087-90270368 2 12
chr14:90339018-90340299 1 0
chr14:90357724-90359352 30 3
chr14:90387290-90388571 4 1
chr14:90397915-90399196 0 42
chr14:90429388-90430669 23 18
chr14:90433535-90434816 5 0
chr14:90477228-90478509 24 10
chr14:90573580-90574861 14 4
chr14:90578083-90579364 2 9
chr14:90648735-90650016 31 0
chr14:90650507-90651788 26 14
chr14:90699692-90700973 32 2
chr14:90735844-90737125 4 5
chr14:90744281-90745562 3 27
chr14:90757034-90758315 21 10
chr14:90757664-90758945 20 0
chr14:90769215-90770496 2 10
chr14:90849484-90850765 8 17
chr14:90868872-90870153 0 0
chr14:90869936-90871217 8 0
chr14:90871030-90872311 0 33
chr14:90913917-90915198 13 30
chr14:90920299-90921580 18 20
chr14:90931209-90932490 0 12
chr14:90949947-90951228 27 0
chr14:90957002-90958283 0 7
chr14:91037368-91038649 18 20
chr14:91038186-91039467 28 14
chr14:91043675-91045365 62 0
chr14:91049642-91050923 11 0
chr14:91076956-91078237 4 40
chr14:91090922-91092203 16 26
chr14:91111973-91113254 9 10
chr14:91118117-91119398 11 13
chr14:91143623-91144904 5 5
chr14:91186527-91187808 5 16
chr14:91187715-91188996 44 9
chr14:91251458-91252739 34 13
chr14:91258504-91259785 0 13
chr14:91312251-91313532 0 16
chr14:91316406-91317712 6 13
chr14:91414329-91415610 0 21
chr14:91484243-91485524 1 15
chr14:91585909-91587190 4 9
chr14:91627413-91628694 0 14
chr14:91690992-91692273 2 5
chr14:91700054-91701600 25 21
chr14:91708908-91710189 4 0
chr14:91749397-91750678 50 13
chr14:91763182-91764463 19 3
chr14:91766404-91767685 0 1
chr14:91769811-91771092 5 11
chr14:91805244-91806525 9 22
chr14:91848051-91849332 21 12
chr14:91862603-91863969 23 29
chr14:91868866-91870147 27 6
chr14:91908547-91909828 0 0
chr14:91921883-91923164 4 26
chr14:91975746-91977376 54 20
chr14:92071086-92072367 2 16
chr14:92080139-92081482 27 3
chr14:92094809-92096090 2 30
chr14:92099118-92100399 1 0
chr14:92135042-92136323 2 0
chr14:92170291-92171572 0 1
chr14:92335890-92337171 9 13
chr14:92345947-92347249 17 11
chr14:92351836-92353117 0 7
chr14:92352965-92354246 6 7
chr14:92358690-92359971 0 4
chr14:92401841-92403295 15 12
chr14:92469425-92470706 6 1
chr14:92474316-92475597 0 15
chr14:92505772-92507053 18 19
chr14:92587695-92589111 7 18
chr14:92596750-92598031 1 4
chr14:92626763-92628044 11 1
chr14:92633920-92635201 0 30
chr14:92644581-92645862 3 1
chr14:92668547-92669828 0 10
chr14:92712478-92713759 4 1
chr14:92782861-92784142 29 5
chr14:92807492-92808773 22 12
chr14:92832559-92833840 0 0
chr14:92852386-92853667 17 5
chr14:92858105-92859386 7 7
chr14:92896888-92898169 0 20
chr14:92907722-92909003 5 6
chr14:92969555-92971261 30 52
chr14:93090575-93092027 41 21
chr14:93125067-93126551 15 12
chr14:93137421-93138702 0 17
chr14:93198104-93199385 0 32
chr14:93213967-93215248 14 53
chr14:93216177-93217464 13 58
chr14:93216667-93217948 16 41
chr14:93230005-93231286 17 2
chr14:93236758-93238039 0 30
chr14:93259886-93261167 51 21
chr14:93312534-93314041 25 9
chr14:93347240-93348521 11 27
chr14:93349939-93351220 0 6
chr14:93364047-93365328 10 0
chr14:93364758-93366039 2 5
chr14:93369184-93370577 46 61
chr14:93382006-93383287 2 13
chr14:93388537-93389818 9 66
chr14:93415372-93416653 16 11
chr14:93418883-93420164 8 0
chr14:93427221-93428789 30 7
chr14:93457173-93458454 7 25
chr14:93459619-93460900 22 15
chr14:93463100-93464381 10 26
chr14:93467237-93468518 0 6
chr14:93481375-93482793 28 8
chr14:93501815-93503096 18 35
chr14:93509206-93510574 47 46
chr14:93509768-93511049 50 35
chr14:93569580-93570861 10 6
chr14:93675539-93676820 15 5
chr14:93708843-93710124 5 0
chr14:93725110-93726391 10 2
chr14:93759675-93760956 4 1
chr14:93773413-93774694 15 0
chr14:93796520-93797801 3 17
chr14:94077944-94079225 2 2
chr14:94086296-94087577 8 0
chr14:94087917-94089198 18 17
chr14:94198934-94200215 11 10
chr14:94217962-94219547 30 13
chr14:94290634-94291915 13 51
chr14:94348630-94349911 6 25
chr14:94384467-94385748 0 20
chr14:94385374-94386655 7 26
chr14:94393027-94394308 1 4
chr14:94425294-94426687 174 414
chr14:94488838-94490147 58 5
chr14:94526674-94527955 8 0
chr14:94532013-94533294 24 15
chr14:94544945-94546226 1 3
chr14:94563458-94564739 17 22
chr14:94567252-94568533 5 5
chr14:94576203-94577538 63 21
chr14:94644323-94645604 1 4
chr14:94755616-94756897 13 13
chr14:94761527-94762808 7 11
chr14:94807327-94808608 3 5
chr14:94811685-94812966 190 457
chr14:94812092-94813476 185 540
chr14:94835565-94837000 9 5
chr14:94839288-94840969 98 139
chr14:94854153-94855910 46 25
chr14:94930244-94931525 4 19
chr14:94940698-94941979 13 10
chr14:94946625-94947906 1 0
chr14:94949695-94950976 8 47
chr14:94959261-94960658 33 26
chr14:94961971-94963363 18 1
chr14:95022570-95023851 6 18
chr14:95065415-95066832 29 4
chr14:95083572-95084853 0 15
chr14:95107003-95108314 11 48
chr14:95111801-95113082 2 2
chr14:95116099-95117380 0 3
chr14:95129915-95131196 1 23
chr14:95156028-95157309 4 14
chr14:95220514-95221795 0 0
chr14:95234287-95235568 15 22
chr14:95237019-95238505 25 1
chr14:95289785-95291066 14 11
chr14:95384819-95386100 12 13
chr14:95427915-95429196 22 25
chr14:95438213-95439494 4 12
chr14:95464632-95465913 7 36
chr14:95481738-95483019 0 23
chr14:95556716-95557997 13 11
chr14:95593910-95595191 0 0
chr14:95659792-95661345 1 1
chr14:95676443-95677724 1 1
chr14:95731363-95732789 75 104
chr14:95762174-95763597 20 38
chr14:95773852-95775133 8 14
chr14:95799187-95800468 6 1
chr14:95852209-95853490 7 14
chr14:95864469-95865750 2 31
chr14:95887495-95888776 10 14
chr14:95900026-95901307 2 29
chr14:95904155-95905436 30 8
chr14:95911944-95913253 24 23
chr14:95921628-95922909 5 1
chr14:95967065-95968346 25 5
chr14:95972964-95974245 36 18
chr14:95999934-96001215 24 11
chr14:96009556-96010837 0 11
chr14:96028512-96029793 0 7
chr14:96038124-96039405 3 37
chr14:96054498-96055779 5 2
chr14:96116336-96117617 5 25
chr14:96117980-96119280 21 2
chr14:96126868-96128149 29 5
chr14:96134248-96135544 23 4
chr14:96152289-96153570 35 3
chr14:96223068-96224349 14 19
chr14:96223948-96225229 0 0
chr14:96228977-96230258 3 1
chr14:96229668-96230949 23 9
chr14:96230343-96231624 25 0
chr14:96236702-96237983 5 0
chr14:96262835-96264116 14 33
chr14:96268842-96270123 0 26
chr14:96300599-96301880 2 26
chr14:96301649-96302930 4 1
chr14:96319735-96321016 9 30
chr14:96347574-96348855 3 18
chr14:96357732-96359065 51 27
chr14:96367085-96368366 5 5
chr14:96372379-96373660 0 12
chr14:96487847-96489128 0 29
chr14:96536553-96537834 8 31
chr14:96552289-96553887 55 21
chr14:96565181-96566462 0 6
chr14:96570418-96571699 19 43
chr14:96594785-96596088 3 6
chr14:96658427-96659708 2 17
chr14:96664497-96665778 34 1
chr14:96698575-96699856 0 46
chr14:96734734-96736091 73 96
chr14:96771344-96772625 30 5
chr14:96777826-96779107 1 0
chr14:96784416-96785697 12 25
chr14:96787897-96789178 0 1
chr14:96847028-96848309 10 0
chr14:96863903-96865184 0 14
chr14:96900440-96901721 22 0
chr14:96921477-96922758 7 22
chr14:96968509-96969790 29 13
chr14:96985834-96987115 10 1
chr14:97074765-97076046 33 19
chr14:97087043-97088324 0 15
chr14:97092808-97094116 25 6
chr14:97285529-97286810 16 18
chr14:97398109-97399390 1 42
chr14:97483541-97484822 0 40
chr14:97512893-97514180 11 9
chr14:97513538-97514819 4 10
chr14:97543115-97544702 45 27
chr14:97557314-97558595 3 24
chr14:97573006-97574298 736 932
chr14:97582427-97583708 25 7
chr14:97583181-97584462 0 2
chr14:97584678-97585959 16 12
chr14:97585442-97586723 11 22
chr14:97618587-97619868 0 2
chr14:97642031-97643312 9 7
chr14:97646056-97647390 53 25
chr14:97662374-97663757 2 10
chr14:97731485-97733051 29 45
chr14:97732496-97733795 26 15
chr14:97748754-97750035 3 18
chr14:97781409-97782690 9 2
chr14:97821801-97823082 11 2
chr14:97870265-97871546 5 2
chr14:97896651-97897932 0 37
chr14:97960261-97961542 5 6
chr14:97962417-97963698 1 5
chr14:98005807-98007088 3 34
chr14:98007606-98009159 34 24
chr14:98023425-98024706 3 19
chr14:98035232-98036513 2 0
chr14:98064701-98065982 0 0
chr14:98074031-98075312 0 29
chr14:98107649-98108930 5 7
chr14:98127259-98128540 14 31
chr14:98136797-98138078 5 2
chr14:98178755-98180205 36 101
chr14:98188977-98190258 16 5
chr14:98218416-98219697 12 2
chr14:98247254-98248535 0 6
chr14:98248781-98250062 1 9
chr14:98286136-98287417 1 43
chr14:98290565-98291846 22 18
chr14:98316825-98318106 0 8
chr14:98390135-98391416 0 36
chr14:98404291-98405572 27 0
chr14:98409814-98411095 2 1
chr14:98434289-98435570 2 2
chr14:98481276-98482557 5 1
chr14:98500993-98502311 25 3
chr14:98502986-98504267 3 15
chr14:98543111-98544416 29 3
chr14:98588357-98589638 8 18
chr14:98648794-98650090 20 13
chr14:98653548-98654829 0 0
chr14:98664264-98665545 15 10
chr14:98693216-98694497 9 10
chr14:98699416-98700697 22 6
chr14:98725448-98726729 2 37
chr14:98735489-98736770 7 22
chr14:98747070-98748351 0 6
chr14:98811134-98812607 19 24
chr14:98833779-98835060 2 29
chr14:98839632-98840913 7 32
chr14:98847036-98848317 0 16
chr14:98859329-98860610 0 12
chr14:98887872-98889153 0 14
chr14:98960475-98962144 91 52
chr14:98967129-98968606 21 28
chr14:98996079-98997360 11 21
chr14:99044221-99045502 17 7
chr14:99086832-99088113 0 21
chr14:99088606-99089887 1 0
chr14:99100627-99101908 3 12
chr14:99193808-99195089 0 0
chr14:99300015-99301296 3 6
chr14:99374914-99376458 28 21
chr14:99386385-99387666 1 3
chr14:99386774-99388055 1 28
chr14:99406924-99408205 0 26
chr14:99419451-99420732 10 20
chr14:99450634-99451915 4 8
chr14:99498026-99499307 7 27
chr14:99522540-99523821 4 3
chr14:99528088-99529369 10 40
chr14:99532178-99533459 12 7
chr14:99634565-99635846 0 8
chr14:99641510-99642791 15 22
chr14:99644107-99645388 20 5
chr14:99678221-99679502 18 25
chr14:99704976-99706334 34 44
chr14:99715299-99716580 1 17
chr14:99718810-99720091 11 2
chr14:99725326-99726607 0 7
chr14:99729983-99731264 17 6
chr14:99730388-99731945 32 10
chr14:99751396-99752677 4 15
chr14:99756034-99757315 0 17
chr14:99805519-99806800 10 0
chr14:99875753-99877034 3 3
chr14:99945096-99946377 2 6
chr14:99948218-99949499 12 9
chr14:99958198-99959479 5 21
chr14:99996530-99997811 29 22
chr14:99997357-99998638 5 21
